Lang code,Devanagari,Definition and notes,IAST (Official Word),IAST s diacritics,Ma Renu Method,Ma Renu s diacritics,Harvard- Kyoto,Alt Spelling 1,Alt Spelling 2,Alt Spelling 3,Alt Spelling 4,Alt Spelling 5,Alt Spelling 6,Unique to ITRANS  ,,,
S,स्वाधिष्ठान,literally it means “Self-established”; the svādhiṣṭhāna cakra is located at the level of the genitals; ,svādhiṣṭhāna,svadhisthana,svadhiṣhṭhāna,svadhishthana,svadhiSThAna,,,,,,,svadhiShThAna,svadhiShThaana,swadhiShThAna,
S,स्वाधिष्ठान,literally it means “Self-established”; the svādhiṣṭhāna cakra is located at the level of the genitals; ,svādhiṣṭhāna,,,,,svādhiṣṭhān,,,,,,swadhiShThaana,,,
S,स्वाधिष्ठान चक्र,"energy center (Cakra = wheel; vortex; center of energy), Sva = one’s own; one’s own Self; Adhiṣṭhāna = base, basis; standing or resting upon) within the spine and Suṣumnā Nāḍī at the level of the genital region",svādhiṣṭhāna cakra,svadhisthana cakra,svadhiṣhṭhāna chakra,svadhishthana chakra,svadhiSThAna chakra,,,,,,,svadhiShThAna chakra,svadhiShThaana chakra,swadhiShThAna chakra,
S,स्वाधिष्ठान चक्र,"energy center (Cakra = wheel; vortex; center of energy), Sva = one’s own; one’s own Self; Adhiṣṭhāna = base, basis; standing or resting upon) within the spine and Suṣumnā Nāḍī at the level of the genital region",svādhiṣṭhāna cakra,,,,,,,,,,,swadhiShThaana chakra,,,
S,स्वाध्याय,"self-study; study of scriptures; reflection on spiritual teaching or texts; from sva = one's own; one's self; the Self + adhyāya = learning, study",svādhyāya,svadhyaya,,,svAdhyAya,swadyaya,swadhyaya,,,,,svaadhyaaya,swAdhyAya,swaadhyaaya,
S,स्वाध्याय,"self-study; study of scriptures; reflection on spiritual teaching or texts; from sva = one's own; one's self; the Self + adhyāya = learning, study",svādhyāya,,,,,svadyaya,,,,,,,,,
S,स्वाहा,"may a bleesing rest upon, hail,",svāhā,svaha,,,svAhA,swah,,,,,,svaahaa,swAhA,swaahaa,
S,स्वालक्षण्य,one's natural disposition,svālakṣaṇya,svalaksanya,svālakṣhaṇya,svalakahanya,,,,,,,,svAlakShaNya,svaalakShaNya,swAlakShaNya,swaalakShaNya
S,स्वालक्षण्य,one's natural disposition,svālakṣaṇya,,,,svAlakSaNya,svalaksanyam,,,,,,svAlaxaNya,svaalaxaNya,swAlaxaNya,swaalaxaNya
S,स्वम्,one's own,svam,,,,,,,,,,,swam,,,
S,स्वामी,"lord, spiritual preceptor",svāmī,svami,,,svAmI,swami,swamis,,,,,svaamii,swAmI,,
,स्वामी,"lord, spiritual preceptor",svāmī,,,,,swamiji,swami's,swāmin,,,,,,,
S,श्वान,dog,śvāna,svana,śhvāna,shvana,zvAna,,,,,,,shvaAna,shvaaana,shwaAna,shwaaana
S,स्वप्न,dream state,svapna,,,,,,,,,,,swapna,,,
S,स्वर,sound or voice,svara,,,,,,,,,,,swara,,,
S,स्वरस,own inclination,svarasa,,,,,swaras,,,,,,swarasa,,,
S,स्वरभंग,"cracking of voice due to parched mouth, one of eight physical symptoms that appear in the body during extreme negative or positive emotions",svarabhaṅga,svarabhanga,,,svarabhaGga,swarbhan,svarbhanu,svarabhang,,,,swarbha~Nga,,,
S,स्वर्ग,heaven,svarga,,,,,,,,,,,swarga,,,
S,स्वरूप,"“homogeneous”; refers to one of the two types of pariṇāma (change) according to the Sāṃkhya theory of evolution. Svarūpa-pariṇāma occurs during pralaya (dissolution), when each guṇa goes on transforming in itself without establishing dominance over the other guṇas. Pariṇāma refers to the ‘change’ or ‘flux’ occurring in prakṛti (matter), but which is absent in puruṣa(consciousness).",svarūpa,svarupa,,,svarUpa,swarip,swarip,,,,,swarUpa,svaruupa,swaruupa,
S,स्वरूप,"“homogeneous”; refers to one of the two types of pariṇāma (change) according to the Sāṃkhya theory of evolution. Svarūpa-pariṇāma occurs during pralaya (dissolution), when each guṇa goes on transforming in itself without establishing dominance over the other guṇas. Pariṇāma refers to the ‘change’ or ‘flux’ occurring in prakṛti (matter), but which is absent in puruṣa(consciousness).",svarūpa,,,,,sorupa,,,,,,,,,
S,स्वरूपशून्य,devoid of its own form,svarūpaśūnya,svarupasunya,svarūpaśhūnya,svarupashunya,svarUpazUnya,,,,,,,svarUpashUnya,svaruupashuunya,swarUpashUnya,
S,स्वरूपशून्य,devoid of its own form,svarūpaśūnya,,,,,,,,,,,swaruupashuunya,,,
S,श्वास,"inhalation, specifically the forced or involuntary inhalation that is one of the five symptoms that accompany the nine obstacles to sādhana",śvāsa,svasa,śhvāsa,shvasa,zvAsa,,,,,,,shvAsa,shvaasa,shwAsa,
S,श्वास,"inhalation, specifically the forced or involuntary inhalation that is one of the five symptoms that accompany the nine obstacles to sādhana",śvāsa,,,,,,,,,,,shwaasa,,,
S,स्वस्थ,denotes the position of ease,svastha,,,,,,,,,,,swastha,,,
S,स्वस्ति,"auspicious, blessed; well-being, success; good fortune",svasti,,,,,,,,,,,swasti,,,
S,स्वस्तिक,a kind of mystical mark on persons or things denoting good luck; a seat prepared for a deity,svastika,,,,,,,,,,,swastika,,,
S,स्वेद,"perspiration, one of eight physical symptoms that appear in the body during extreme negative or positive emotions",sveda,,,,,svedana,,,,,,sweda,,,
S,स्यू,thread or string,syū,syu,,,syU,syuh,,,,,,syuu,,,
S,तदा,then,tadā,tada,,,tadA,,,,,,,tadaa,,,
S,तदञ्जनता,taking the form,tadañjanatā,tadanjanata,,,tadaJjanatA,,,,,,,tada~njanatA,tada~njanataa,,
S,तदपघातके,terminating it (in Kārikā 1),tadapaghātake,tadapaghatake,,,tadapaghAtake,,,,,,,tadapaghaatake,,,
S,ताद्विपरितः,in the reversal of that (in Kārikā 11),tadviparītaḥ,tadviparitah,,,tadviparItaH,,,,,,,tadvipariitaH,tadwiparItaH,tadwipariitaH,
S,तैजस,"passionate, vigor; brilliant, bright; metal; long pepper",taijasa,,,,,taijasad,,,,,,,,,
S,तैल,oil,taila,,,,,tailic,,,,,,,,,
S,तमस्,"darkness, inertia, stability",tamas,,,,,tamah,tamo,,,,,,,,
S,तामस,pertaining to or affected by the quality tamas,tāmasa,tamasa,,,tAmasa,tamasah,tamasam,tamasl,,,,taamasa,,,
S,तामसिक,relating to the quality tamas,tāmasika,tamasika,,,tAmasika,tamasssic,,,,,,taamasika,,,
S,तमोगुण,quality of tamas,tamoguṇa,tamoguna,,,tamoguNa,,,,,,,,,,
S,तन,of those,tana,,,,,,,,,,,,,,
S,तन्मात्र,"literally, “that measure”; subtle elements, of which there are five: the energies of sound (śabda), touch (sparśa), form (rūpa), taste (rasa), and odor (gandha)",tanmātra,tanmatra,,,tanmAtra,tanmaatras,tanmatrah,tanmatrani,,,,tanmaatra,,,
S,तन्मात्रिक,consisting of tanmātra,tanmātrika,tanmatrika,,,tanmAtrika,tanmatic,tanmatric,,,,,tanmaatrika,,,
S,तणॊती,"to expand, to stretch; extend, spread; perform",tanoti,,,,,,,,,,,,,,
S,तन्त्र,liberation of energy and expansion of consciousness from its gross form,tantra,tāntrika,tāntric,tantric,tAntrika,tantras,trantric,,,,,taantrika,,,
S,तनु,"attenuated, weakened",tanu,,,,,,,,,,,,,,
S,तनुमानस,"one of seven stages in sadhana; one-pointed mind (channeled toward Self); deep concentration, abandons natural desires",tanumānasa,tanumanasa,,,tanumAnasa,,,,,,,tanumaanasa,,,
S,तपः,"austerity, discipline (one of the five niyamas); literally, ""to burn""",tapaḥ,tapah,,,tapaH,tapaha,tapas,tapasya,,,,,,,
S,तर्जनी,"forefinger, index finger, threatening finger",tarjanī,tarjani,,,tarjanI,,,,,,,tarjanii,,,
S,तर्पण,a ritual done to satiate the spirits and elements for 12 days after a person dies ,tarpaṇa,tarpana,,,tarpaNa,darpana,,,,,,,,,
S,तस्माद्,"even, therefore",tasmād,tasmad,,,tasmAd,,,,,,,tasmaad,,,
S,तस्मात्,"from that, therefore, from this, from it, because, since, hence, on that account",tasmāt,tasmat,,,tasmAt,,,,,,,tasmaat,,,
S,तस्य,his; of that,tasya,,,,,,,,,,,,,,
S,तद् तत् ,"therefore; its, of those, that",tat,,,,,tad,,,,,,,,,
S,तत्,that,tat,,,,,,,,,,,,,,
S,ततः,from that,tataḥ,tatah,,,tataH,,,,,,,,,,
S,तथा,"so, likewise",tathā,tatha,,,tathA,,,,,,,tathaa,,,
S,तत्कृते,originated by that ,tatkṛtaḥ,tatkrtah,,,tatkRtaH,,,,,,,tatkR^itaH,tatkRRitaH,,
S,तत्पुर्व,"happening for the first time; prior, former",tatpūrva,tatpurva,,,tatpUrva,tatpurvika,,,,,,tatpuurva,tatpUrwa,tatpuurwa,
S,तत्र,"there, in that",tatra,,,,,,,,,,,,,,
S,तत्स्थ,becoming stable on them,tatstha,,,,,,,,,,,,,,
S,तत्त्व,"principles of creation of which there are 25: puruṣa, pradhāna, mahat or buddhi, ahaṁkāra, manas, five jñānendriyas, five karmendriyas, five tanmātras, and five mahābhūtas; objects of senses, mind, “I-sense”",tattva,,,,,,,,,,,tattwa,,,
S,तत्त्वकौमुदी,Sanskrit (Saṃskṛta) text by Vācaspati Miśra,tattvakaumudī,tattvakaumudi,,,tattvakaumudI,,,,,,,tattvakaumudii,tattwakaumudI,tattwakaumudii,
S,तत्त्वमसि,"thou art that, that thou art",tattvamasi,,,,,,,,,,,tattwamasi,,,
S,ते,they,te,,,,,,,,,,,,,,
S,तेभ्यः,for them,tebhyaḥ,tebhyah,,,tebhyaH,,,,,,,,,,
S,तेज,sharpness ,teja,,,,,,,,,,,,,,
S,तेजस्,"prestige: radiant energy, fire element",tejas,,,,,,,,,,,,,,
S,तेरह,"thirteen (in Hindi); Once a store employee was weighing wheat, and counted each time he weighed. When he weighed thirteen times he said terah, which means thirteen and also yours. He realized everything is God’s, or yours.",terah,,,,,,,,,,,,,,
S,तिलक,mark on the forehead,tilaka,,,,,tilak,tilak's,,,,,,,,
S,तीर्थ,"ascetic, worthy person, right place or moment, preceptor (and more)",tīrtha,tirtha,,,tIrtha,,,,,,,tiirtha,,,
S,तिष्ठति,"stand; stay, abide",tiṣṭhati,tisthati,tiṣhṭhati,tishthati,tiSThati,,,,,,,tiShThati,,,
S,तित,beyond all obstacles or fears; a stage of enlightened people who can't identify with the body,dvandvātīta,dvandvatita,,,dvandvAtIta,dwanda tita,,,,,,dwandwAtIta,dvandvaatiita,dwandwaatiita,
S,तीव्र,intense,tīvra,tivra,,,tIvra,,,,,,,tiivra,tIwra,tiiwra,
S,तोल,scales; balancing oneself; lifting up,tola,,,,,,,,,,,,,,
S,त्रैगुण्य,"three gunas, three qualities; state of consisting of three threads",traiguṇya,traigunya,,,traiguNya,traigunyat,,,,,,,,,
S,त्रैपद,"with three parts; descriptor of the mantra, Oṁ",traipada,,,,,,,,,,,,,,
S,त्राटक,method of fixing the eyes on one object,trāṭaka,trataka,,,trATaka,tratak,,,,,,traaTaka,,,
S,त्रय,"triad, threefold, the triple sacred science, summit, of three kinds, chanting",traya,,,,,,,,,,,,,,
S,त्रयस्य,"of the three internal instruments or organs (intellect, ego, mind) (from Kārikā 29)",trayasya,,,,,,,,,,,,,,
S,त्रयोदश,thirteen; relating to trayodaśī (thirteenth day in the lunar fortnight of the Hindu calendar),trayodaśa,trayodasa,trayodaśha,trayodasha,trayodaza,,,,,,,,,,
S,त्रेता,"second yuga (of four); triplet, triad",tretā,treta,,,tretA,,,,,,,tretaa,,,
S,त्रि,three,tri,,,,,,,,,,,,,,
S,त्रिबन्ध,three locks (prāṇāyāma),tribandha,,,,,tribandhas,,,,,,,,,
S,त्रिधा,"in three ways, in three places, in three parts",tridhā,tridha,,,tridhA,,,,,,,tridhaa,,,
S,त्रिदोष,disorder of the three humors of the body,tridoṣa,tridosa,tridoṣha,tridosha,tridoSa,,,,,,,tridoSha,,,
S,त्रिगुण,"three attributes (sattva, rajas, tamas; pleasure, pain, delusion)",triguṇa,triguna,trigunadi,trigunatah,triguNa,,,,,,,,,,
S,त्रिगुणम्,constituted of three attributes; in three ways,triguṇam,trigunam,,,triguNam,,,,,,,,,,
S,त्रिजात,"a demoness who befriends Sītā, who symbolizes the three guṇas in mūlādhāra cakra",trijāta,trijata,,,trijAta,,,,,,,trijaata,,,
S,त्रिक,"lower part of the spine around the hips; part of the spine between the shoulder blades; triad, triple, three-fold",trika,,,,,,,,,,,,,,
S,त्रिकालम्,"at three times (past, present, and future)",trikālam,trikalam,,,trikAlam,trikāla,trikala,,,,,trikaalam,,,
S,त्रिकटु,a mixture of powders of three pungent spices,trikaṭu,trikatu,,,trikaTu,trikuta,,,,,,,,,
S,त्रिकोण,triangle,trikoṇa,trikona,,,trikoNa,,,,,,,,,,
S,त्रिकूटी,"eyebrow center, Ājñā; meeting place of the three main Nāḍīs or energy channels of Iḍā, Piṅgalā, & Suṣumnā Nāḍīs",trikuṭī,trikuti,,,trikuTI,,,,,,,trikuTii,,,
S,त्रिफला,"lit. three fruits; generally known as a mix of dried amala, haritaki, and bibhitaki powders (churna)",triphalā,triphala,,,triphalA,,,,,,,triphalaa,,,
S,त्रिपुटि,triad,tripuṭi,triputi,,,tripuTi,,,,,,,,,,
S,त्रिपुटी,"triple manifestation; union of mind (focus, concentration), breath (Prāṇa/Prāṇik energy), & body (posture) in the practice of Āsana",tripuṭī,triputi,,,tripuTI,,,,,,,tripuṭii,,,
S,त्रिशूल,"a trident, as held by Śiva",triśūla,trisula,triśhula,trishula,trizUla,,,,,,,trishuula,,,
S,त्रिवेणी,triple-braided; place where three sacred rivers join and auspicious bathing place,triveṇī,triveni,,,triveNI,,,,,,,triveNii,triweNI,triweNii,
S,त्रिविध,"of three kinds, three-fold, triple",trividha,,,,,trividham,,,,,,triwidha,,,
S,तु,however,tu,,,,,,,,,,,,,,
S,,"Original is toong, a mantra word per the source doc. Added this for JD with the bids sounds.",tung (toong),,,,,toong,,,,,,,,,
S,तुरीय,transcendent; transcendental consciousness,turīya,turiya,,,turIya,turya,,,,,,turiiya,,,
S,त्वच,"skin; bark, rind; cinnamon",tvaca,,tvacha,,,tvak,,,,,,twacha,,,
S,त्वम्,"you, thou",tvam,,,,,,,,,,,twam,,,
S,त्वरित,"swift, quick, expeditious",tvarita,,,,,,,,,,,twarita,,,
S,,"other, different",tvat,,,,,,,,,,,twat,,,
S,त्याग,"sacrifice, renunciation, withdrawal, resignation, divorce, abandonment, leaving",tyāga,tyaga,,,tyAga,,,,,,,tyaaga,,,
S,उभ,dual number; both; of both kinds; in both ways,ubha,,,,,,,,,,,,,,
S,उभय,"both sides, bidirectional, free from happiness and sorrow",ubhaya,,,,,,,,,,,,,,
S,उभयोर्,of both ,ubhayor,,,,,,,,,,,,,,
S,उदान,one of the 9 dividsions of sacred scripture,udāna,udana,,,udAna,udan,,,,,,udaana,,,
S,उदान वायु,"“rising air”; one of the five-fold divisions of Prāṇa, functions between the throat & the top of the head; the upward breathing",udāna vāyu,udana vayu,,,udAna vAyu,,,,,,,udaana vaayu,udAna wAyu,udaana waayu,
S,उदार,"fully active, generally referring to emotions or one of four stages of the kleśas (afflictions)",udāra,udara,,,udAra,udar,,,,,,udaara,,,
S,उदारता,expansion; generousness; energy; elegance of expression,udāratā,,,,,,,,,,,,,,
S,उदास,"indifferent, indifference; to throw out; stoic, neutral, unconcerned",udāsa,udāsa,,,udAsa,udass,,,,,,udaasa,,,
S,उदासीन,indifferent,udāsīna,udasina,,,udAsIna,udasinah,,,,,,udaasiina,,,
S,उद्धव,"happiness, joy; name of a person, friend and advisor to Kṛṣṇa",uddhava,,,,,udhava,,,,,,uddhawa,,,
S,उड्डीयन,flying or soaring upward; raise up,uḍḍīyāna,uddiyana,,,uDDiyAna,uddiyan,,,,,,uDDiyaana,,,
S,उद्घात,awakening (of Kuṇḍalinī Śhakti),udghāta,udghata,,,udghAta,,,,,,,udghaata,,,
S,उदित,"present, manifest; one of three lakṣaṇa-pariṇāma",udita,,,,,,,,,,,,,,
S,उग्र,"stern, powerful, mighty",ugra,,,,,,,,,,,,,,
S,उप,"near, close",upa,,,,,,,,,,,,,,
S,उपभोगम्,experience through conjunction ,upabhogam,,,,,,,,,,,,,,
S,उपादान,material selected for a given product,upādāna,upadana,,,upAdAna,,,,,,,upaadaana,,,
S,उपादानग्रहणं,from the selection of material for the effect,upādānagrahaṇa,upadanagrahana,,,upAdAnagrahaNA,upadanagrahanat,,,,,,upaadaanagrahaNaa,,,
S,उपदेश,"refers to the “(true) teaching”, or instruction by a guru, including the initial teaching of a mantra",upadeśa,upadesa,upadeśha,upadesha,upadeza,,,,,,,,,,
S,उपलब्धाः,"perceived, understood, known, guessed",upalabdhāḥ,upalabdhah,,,upalabdhAH,upalabdheh,,,,,,upalabdhaaH,,,
S,उपांशु,prayer offered quietly,upāṃśu,upamsu,upāṃśhu,upamshu,,upāṁśu,,,,,,upAMshu,upaaMshu,upA.mshu,
S,उपांशु,prayer offered quietly,upāṃśu,,,,upAMzu,upansu,,,,,,upaa.mshu,upA.nshu,upaa.nshu,
S,उपनिषद्,"are the most recent addition to the Vedas, the oldest scriptures of Hinduism, and deal with meditation, philosophy, consciousness, and ontological knowledge",upaniṣad,upanisad,upaniṣhad,upanishad,upaniSad,upanisl,upanishads,,,,,upaniShad,,,
S,उपनिषद्,"are the most recent addition to the Vedas, the oldest scriptures of Hinduism, and deal with meditation, philosophy, consciousness, and ontological knowledge",upaniṣad,,,,,Upanishadic,,,,,,,,,
S,उपरति,"ceasing, stopping, death, indifference, abstaining from prescribed acts, intellect",uparati,,,,,,,,,,,,,,
S,उपरि,"up, above",upari,,,,,,,,,,,,,,
S,उपासाना,"a devotional approach for attaining peace; service, serving, attendance, waiting upon; engaging in, being intent on, performing; worship, repect, adoration",upāsānā,upassana,,upasana,upAsAnA,,,,,,,upaasaanaa,,,
S,उपस्तम्भक,"encouraging, promoting, supporting",upastambhaka,,,,,upastambhakam,,,,,,,,,
S,उपस्थ:,"penis, genitals, the generative organ",upasthaḥ,upasthah,,,upasthaH,,,,,,,,,,
S,उपवेश,"sitting, to sit down; resting; applying oneself, being engaged in",upaveśa,upavesa,upaveśha,upaveza,upavesha,,,,,,,upawesha,,,
S,उपविष्ट,seated; sitting,upaviṣṭa,upavista,upaviṣhṭa,upavishta,upaviSTa,,,,,,,upaviShTa,upawiShTa,,
S,उपाय,"means, instruments, methods of concentration",upāya,upaya,,,upAya,,,,,,,upaaya,,,
S,उपेक्षा,"indifference, equanimity; suggested attitude toward the non- virtuous",upekṣā,upeksa,upekṣhā,upeksha,upekSA,,,,,,,upekSaa,upekShA,upekShaa,
S,उपेक्षा,"indifference, equanimity; suggested attitude toward the non- virtuous",upekṣā,,,,,,,,,,,upexA,upexaa,,
